ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
4647369,HM155213,01/31/2006 12:13:05 PM,066XX N BOSWORTH AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",true,false,2432,024,40,1,18,1164737,1944193,2006,04/15/2016 08:55:02 AM,42.002478396,-87.66929687,"(42.002478396, -87.66929687)"
4647370,HM245080,03/21/2006 07:00:00 PM,062XX S WESTERN AVE,1330,CRIMINAL TRESPASS,TO LAND,PARKING LOT/GARAGE(NON.RESID.),true,false,0825,008,15,66,26,1161441,1863309,2006,04/15/2016 08:55:02 AM,41.780595495,-87.68367553,"(41.780595495, -87.68367553)"
4647372,HM171175,02/09/2006 01:44:41 AM,058XX S SHIELDS AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0711,007,20,68,18,1174958,1866097,2006,04/15/2016 08:55:02 AM,41.787955143,-87.634036744,"(41.787955143, -87.634036744)"
4647373,HM244805,03/21/2006 04:45:00 PM,011XX N SPAULDING AVE,0810,THEFT,OVER $500,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,false,false,1121,011,26,23,06,1154100,1907414,2006,04/15/2016 08:55:02 AM,41.901774026,-87.709414574,"(41.901774026, -87.709414574)"
4647374,HM245851,03/21/2006 10:00:00 PM,080XX S DOBSON AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0631,006,8,44,06,1184622,1851863,2006,04/15/2016 08:55:02 AM,41.748674558,-87.599048654,"(41.748674558, -87.599048654)"
4647375,HM245194,03/20/2006 11:00:00 PM,064XX S WOLCOTT AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0726,007,15,67,07,1164792,1861919,2006,04/15/2016 08:55:02 AM,41.776711023,-87.671429342,"(41.776711023, -87.671429342)"
4647377,HM156475,02/01/2006 11:25:00 PM,032XX W DOUGLAS BLVD,2027,NARCOTICS,POSS: CRACK,SIDEWALK,true,false,1022,010,24,29,18,1155120,1893275,2006,04/15/2016 08:55:02 AM,41.86295478,-87.706047579,"(41.86295478, -87.706047579)"
4647378,HM244549,03/21/2006 02:37:00 PM,081XX S MAY ST,1310,CRIMINAL DAMAGE,TO PROPERTY,"SCHOOL, PUBLIC, BUILDING",false,false,0613,006,21,71,14,1170069,1850820,2006,04/15/2016 08:55:02 AM,41.746140855,-87.652406156,"(41.746140855, -87.652406156)"
4647379,HM171239,02/09/2006 05:38:07 AM,080XX S EXCHANGE AVE,1512,PROSTITUTION,SOLICIT FOR PROSTITUTE,STREET,true,false,0422,004,7,46,16,1197222,1852411,2006,04/15/2016 08:55:02 AM,41.749873967,-87.552860394,"(41.749873967, -87.552860394)"
4647380,HL762080,11/29/2005 03:10:00 PM,112XX S WALLACE ST,1340,CRIMINAL DAMAGE,TO STATE SUP PROP,"SCHOOL, PUBLIC, BUILDING",false,false,2233,022,34,49,14,1174313,1830380,2005,04/15/2016 08:55:02 AM,41.68995741,-87.637460623,"(41.68995741, -87.637460623)"
4647381,HM245956,03/22/2006 10:30:00 AM,014XX W GRANVILLE AVE,2830,OTHER OFFENSE,OBSCENE TELEPHONE CALLS,RESIDENCE,false,false,2433,024,48,77,17,1165597,1941287,2006,04/15/2016 08:55:02 AM,41.99448592,-87.666216312,"(41.99448592, -87.666216312)"
4647382,HM155230,01/31/2006 12:33:27 PM,091XX S LOOMIS ST,2027,NARCOTICS,POSS: CRACK,STREET,true,false,2222,022,21,73,18,1168597,1844242,2006,04/15/2016 08:55:02 AM,41.728121719,-87.657989027,"(41.728121719, -87.657989027)"
4647385,HM246018,03/15/2006 03:00:00 PM,092XX S LANGLEY AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0633,006,9,44,07,1182521,1843701,2006,04/15/2016 08:55:02 AM,41.72632605,-87.606999811,"(41.72632605, -87.606999811)"
4647386,HM243788,03/20/2006 11:45:00 PM,042XX W KINZIE ST,0454,BATTERY,AGG PO HANDS NO/MIN INJURY,STREET,true,false,1111,011,28,23,08B,1148151,1902249,2006,04/15/2016 08:55:02 AM,41.887717361,-87.731399256,"(41.887717361, -87.731399256)"
4647387,HM244401,03/21/2006 12:50:00 PM,039XX S LAKE PARK AVE,0460,BATTERY,SIMPLE,CHA HALLWAY/STAIRWELL/ELEVATOR,true,false,2122,002,4,36,08B,1183292,1879180,2006,04/15/2016 08:55:02 AM,41.823665846,-87.603072021,"(41.823665846, -87.603072021)"
4647388,HM225500,03/11/2006 02:00:00 AM,032XX W ARMITAGE AVE,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,false,false,1421,014,35,22,04A,1154609,1913111,2006,04/15/2016 08:55:02 AM,41.917396919,-87.707392238,"(41.917396919, -87.707392238)"
4647389,HM243942,03/21/2006 07:40:00 AM,023XX W 64TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,true,0825,008,15,66,14,1162031,1862157,2006,04/15/2016 08:55:02 AM,41.777421998,-87.681544485,"(41.777421998, -87.681544485)"
4647390,HM244612,03/21/2006 02:48:52 PM,080XX S RACINE AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,false,false,0612,006,21,71,04B,1169718,1851515,2006,04/15/2016 08:55:02 AM,41.748055645,-87.653672181,"(41.748055645, -87.653672181)"
4647391,HM155231,01/31/2006 12:34:29 PM,016XX W AUGUSTA BLVD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1322,012,1,24,18,1165440,1906744,2006,04/15/2016 08:55:02 AM,41.899701628,-87.667780488,"(41.899701628, -87.667780488)"
4647392,HM241018,03/19/2006 11:35:00 AM,017XX N CLARK ST,0560,ASSAULT,SIMPLE,STREET,false,false,1814,018,43,7,08A,1174891,1911764,2006,04/15/2016 08:55:02 AM,41.913270306,-87.632916661,"(41.913270306, -87.632916661)"
4647394,HM246035,03/22/2006 12:30:00 AM,0000X E 118TH ST,0930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,false,false,0532,005,9,53,07,1178607,1826737,2006,04/15/2016 08:55:02 AM,41.679864218,-87.621850413,"(41.679864218, -87.621850413)"
4647395,HM243986,03/21/2006 08:30:00 AM,019XX W 19TH ST,0560,ASSAULT,SIMPLE,STREET,false,false,1223,012,25,31,08A,1163642,1890750,2006,04/15/2016 08:55:02 AM,41.855850816,-87.674835257,"(41.855850816, -87.674835257)"
4647397,HM244807,03/21/2006 04:42:00 PM,031XX S MICHIGAN AVE,1330,CRIMINAL TRESPASS,TO LAND,GAS STATION,true,false,2112,002,3,35,26,1177699,1884310,2006,04/15/2016 08:55:02 AM,41.837871585,-87.623435005,"(41.837871585, -87.623435005)"
4647398,HM244321,03/21/2006 11:20:00 AM,022XX W JACKSON BLVD,0560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",false,false,1211,012,2,28,08A,1161324,1898653,2006,04/15/2016 08:55:02 AM,41.877585867,-87.683123746,"(41.877585867, -87.683123746)"
4647399,HM155270,01/31/2006 12:24:18 PM,048XX W MONROE ST,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,STREET,true,false,1533,015,28,25,26,1144208,1899225,2006,04/15/2016 08:55:02 AM,41.879494129,-87.745955373,"(41.879494129, -87.745955373)"
4647400,HM171793,02/09/2006 12:11:06 PM,052XX W JACKSON BLVD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,1522,015,29,25,18,1141374,1898166,2006,04/15/2016 08:55:02 AM,41.876640851,-87.756387662,"(41.876640851, -87.756387662)"
4647401,HM149788,01/28/2006 12:25:00 PM,019XX W MARQUETTE RD,2027,NARCOTICS,POSS: CRACK,RESIDENCE PORCH/HALLWAY,true,false,0726,007,15,67,18,1164747,1860239,2006,04/15/2016 08:55:02 AM,41.77210183,-87.671641697,"(41.77210183, -87.671641697)"
4647402,HM245156,03/21/2006 07:55:12 PM,012XX W HASTINGS ST,0560,ASSAULT,SIMPLE,CHA APARTMENT,false,false,1231,012,2,28,08A,1168131,1893867,2006,04/15/2016 08:55:02 AM,41.864308475,-87.658268521,"(41.864308475, -87.658268521)"
4647403,HM243808,03/19/2006 11:30:00 PM,0000X W ELM ST,0560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,false,false,1824,018,42,8,08A,1175930,1908090,2006,04/15/2016 08:55:02 AM,41.90316534,-87.629210442,"(41.90316534, -87.629210442)"
4647404,HM244724,03/21/2006 03:50:57 PM,077XX S PEORIA ST,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE PORCH/HALLWAY,true,false,0621,006,17,71,26,1171650,1853431,2006,04/15/2016 08:55:02 AM,41.753271303,-87.64653667,"(41.753271303, -87.64653667)"
4647405,HM177395,02/12/2006 12:50:00 PM,068XX S EVANS AVE,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,OTHER,true,false,0321,003,6,42,18,1182396,1859761,2006,04/15/2016 08:55:02 AM,41.770399321,-87.606961064,"(41.770399321, -87.606961064)"
4647406,HM244411,03/21/2006 11:40:00 AM,084XX S KOSTNER AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0834,008,18,70,14,1148560,1848137,2006,04/15/2016 08:55:02 AM,41.73921827,-87.731289442,"(41.73921827, -87.731289442)"
4647408,HM246001,03/22/2006 12:20:00 AM,015XX N MILWAUKEE AVE,0890,THEFT,FROM BUILDING,BAR OR TAVERN,false,false,1424,014,1,24,06,1163416,1910072,2006,04/15/2016 08:55:02 AM,41.908876749,-87.675120839,"(41.908876749, -87.675120839)"
4647409,HM223630,03/10/2006 08:30:00 AM,040XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,true,false,1114,011,28,26,11,1149512,1901446,2006,04/15/2016 08:55:02 AM,41.885487535,-87.726422045,"(41.885487535, -87.726422045)"
4647410,HM172105,02/09/2006 03:05:28 PM,072XX S WOODLAWN AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,0324,003,5,69,18,1185464,1857335,2006,04/15/2016 08:55:02 AM,41.7636705,-87.5957914,"(41.7636705, -87.5957914)"
4647411,HM246064,03/22/2006 11:42:00 AM,027XX N CLARK ST,2820,OTHER OFFENSE,TELEPHONE THREAT,COMMERCIAL / BUSINESS OFFICE,false,true,1933,019,43,7,26,1171619,1918620,2006,04/15/2016 08:55:02 AM,41.932156185,-87.644734914,"(41.932156185, -87.644734914)"
4647412,HM245069,03/20/2006 07:30:00 AM,054XX S MEADE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0811,008,23,56,14,1136624,1868039,2006,04/15/2016 08:55:02 AM,41.794053947,-87.774548026,"(41.794053947, -87.774548026)"
4647413,HM244154,03/21/2006 10:45:00 AM,005XX N STATE ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,false,1831,018,42,8,26,1176273,1904005,2006,04/15/2016 08:55:02 AM,41.891948167,-87.628073894,"(41.891948167, -87.628073894)"
4647414,HM246010,03/21/2006 06:00:00 PM,022XX W WILSON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1911,019,47,4,14,1160715,1930479,2006,04/15/2016 08:55:02 AM,41.964931277,-87.684475643,"(41.964931277, -87.684475643)"
4647415,HM155292,01/31/2006 12:58:15 PM,038XX S DR MARTIN LUTHER KING JR DR,2027,NARCOTICS,POSS: CRACK,CHA PARKING LOT/GROUNDS,true,false,0212,002,3,35,18,1179488,1879577,2006,04/15/2016 08:55:02 AM,41.824843121,-87.617015237,"(41.824843121, -87.617015237)"
4647416,HM246061,02/03/2006 11:00:00 AM,045XX N SHERIDAN RD,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,2313,019,46,3,06,1168795,1930288,2006,04/15/2016 08:55:02 AM,41.964235418,-87.654773202,"(41.964235418, -87.654773202)"
4647417,HM244872,03/21/2006 04:44:22 PM,082XX S CALUMET AVE,0810,THEFT,OVER $500,STREET,false,false,0631,006,6,44,06,1179906,1850439,2006,04/15/2016 08:55:02 AM,41.74487608,-87.6163731,"(41.74487608, -87.6163731)"
4647418,HM172186,02/09/2006 03:54:27 PM,051XX W HIRSCH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,2533,025,37,25,18,1141680,1908825,2006,04/15/2016 08:55:02 AM,41.905884781,-87.755000326,"(41.905884781, -87.755000326)"
4647419,HM246066,03/20/2006 11:20:00 PM,070XX S SOUTH CHICAGO AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0322,003,6,69,07,1182159,1858703,2006,04/15/2016 08:55:02 AM,41.767501554,-87.607862513,"(41.767501554, -87.607862513)"
4647420,HM219671,03/08/2006 07:45:00 AM,040XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,true,false,1114,011,28,26,11,1149512,1901446,2006,04/15/2016 08:55:02 AM,41.885487535,-87.726422045,"(41.885487535, -87.726422045)"
4647421,HM150005,01/28/2006 02:57:54 PM,075XX N GREENVIEW AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,2422,024,49,1,18,1164984,1950008,2006,04/15/2016 08:55:02 AM,42.018429601,-87.668221972,"(42.018429601, -87.668221972)"
4647423,HM177442,02/12/2006 01:30:00 PM,069XX S INDIANA AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,true,false,0322,003,6,69,18,1178789,1859153,2006,04/15/2016 08:55:02 AM,41.768813738,-87.620201245,"(41.768813738, -87.620201245)"
4647424,HM244916,03/21/2006 04:14:00 PM,018XX N LARRABEE ST,0560,ASSAULT,SIMPLE,CHA PARKING LOT/GROUNDS,false,false,1813,018,43,7,08A,1171983,1912552,2006,04/15/2016 08:55:02 AM,41.915497287,-87.643576643,"(41.915497287, -87.643576643)"
4647425,HM219663,03/08/2006 08:00:00 AM,040XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,true,false,1114,011,28,26,11,1149512,1901446,2006,04/15/2016 08:55:02 AM,41.885487535,-87.726422045,"(41.885487535, -87.726422045)"
4647426,HM245362,02/27/2006 08:00:00 PM,035XX W 65TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0823,008,15,66,14,1153931,1861285,2006,04/15/2016 08:55:02 AM,41.775193729,-87.711262473,"(41.775193729, -87.711262473)"
4647427,HM244897,03/21/2006 05:30:31 PM,079XX S COTTAGE GROVE AVE,0890,THEFT,FROM BUILDING,BARBERSHOP,false,false,0624,006,8,44,06,1182930,1852607,2006,04/15/2016 08:55:02 AM,41.750755629,-87.605225614,"(41.750755629, -87.605225614)"
4647428,HM155322,01/31/2006 01:08:49 PM,012XX W 103RD ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,2232,022,21,73,18,1169723,1836487,2006,04/15/2016 08:55:02 AM,41.706816516,-87.654088394,"(41.706816516, -87.654088394)"
4647429,HM244981,03/21/2006 06:00:00 PM,034XX S PRAIRIE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,2112,002,2,35,08B,1178497,1882213,2006,04/15/2016 08:55:02 AM,41.832099125,-87.620570658,"(41.832099125, -87.620570658)"
4647431,HM223714,03/10/2006 09:45:00 AM,040XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,true,false,1114,011,28,26,11,1149512,1901446,2006,04/15/2016 08:55:02 AM,41.885487535,-87.726422045,"(41.885487535, -87.726422045)"
4647432,HM245034,03/21/2006 10:00:00 AM,010XX W DIVISION ST,2820,OTHER OFFENSE,TELEPHONE THREAT,WAREHOUSE,false,false,1822,018,32,8,26,1169314,1908181,2006,04/15/2016 08:55:02 AM,41.903561493,-87.653509519,"(41.903561493, -87.653509519)"
4647433,HM246023,03/20/2006 10:00:00 AM,047XX N LINCOLN AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,COMMERCIAL / BUSINESS OFFICE,false,false,1911,019,47,4,26,1159691,1931611,2006,04/15/2016 08:55:02 AM,41.968058759,-87.688209297,"(41.968058759, -87.688209297)"
4647434,HM246006,03/21/2006 12:00:00 PM,008XX S INDEPENDENCE BLVD,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,1133,011,24,27,06,1151391,1895988,2006,04/15/2016 08:55:02 AM,41.870473514,-87.719665258,"(41.870473514, -87.719665258)"
4647435,HM244992,03/21/2006 06:00:00 PM,021XX E 71ST ST,1330,CRIMINAL TRESPASS,TO LAND,SMALL RETAIL STORE,true,false,0331,003,5,43,26,1191926,1858342,2006,04/15/2016 08:55:02 AM,41.766279303,-87.572074514,"(41.766279303, -87.572074514)"
4647436,HM245076,03/20/2006 02:35:00 PM,084XX S KERFOOT AVE,0820,THEFT,$500 AND UNDER,"SCHOOL, PUBLIC, GROUNDS",false,false,0622,006,21,71,06,1173450,1848991,2006,04/15/2016 08:55:02 AM,41.741047754,-87.64007146,"(41.741047754, -87.64007146)"
4647437,HM245938,03/22/2006 09:00:00 AM,059XX S EMERALD AVE,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,APARTMENT,false,false,0711,007,20,68,06,1172311,1865560,2006,04/15/2016 08:55:02 AM,41.786540224,-87.643757991,"(41.786540224, -87.643757991)"
4647438,HM243438,03/20/2006 07:00:00 PM,132XX S ELLIS AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,CHA APARTMENT,false,true,0533,005,9,54,14,1185534,1817868,2006,04/15/2016 08:55:02 AM,41.655366669,-87.596772185,"(41.655366669, -87.596772185)"
4647439,HM155346,01/31/2006 01:27:56 PM,065XX W BRYN MAWR AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",true,false,1612,016,41,10,18,1131583,1936817,2006,04/15/2016 08:55:02 AM,41.98287878,-87.791440835,"(41.98287878, -87.791440835)"
4647440,HM243718,03/20/2006 10:46:51 PM,008XX E 62ND ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0313,003,20,42,14,1182750,1864078,2006,04/15/2016 08:55:02 AM,41.782237362,-87.605529532,"(41.782237362, -87.605529532)"
4647441,HM241694,03/19/2006 07:00:00 PM,005XX W 129TH PL,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,false,true,0523,005,34,53,20,1174858,1818792,2006,04/15/2016 08:55:02 AM,41.658145977,-87.635808786,"(41.658145977, -87.635808786)"
4647442,HM245549,03/22/2006 02:00:00 AM,003XX N ORLEANS ST,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,false,false,1831,018,42,8,14,1173876,1902793,2006,04/15/2016 08:55:02 AM,41.888676095,-87.636913058,"(41.888676095, -87.636913058)"
4647443,HM150031,01/28/2006 03:15:00 PM,058XX S BISHOP ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,0713,007,16,67,18,1167659,1866144,2006,04/15/2016 08:55:02 AM,41.788243908,-87.660797881,"(41.788243908, -87.660797881)"
4647444,HM242571,03/20/2006 11:15:00 AM,004XX E 63RD ST,1330,CRIMINAL TRESPASS,TO LAND,SIDEWALK,true,false,0312,003,20,42,26,1180227,1863334,2006,04/15/2016 08:55:02 AM,41.780253982,-87.614802244,"(41.780253982, -87.614802244)"
4647445,HM244510,03/21/2006 12:00:00 PM,046XX S HERMITAGE AVE,0545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",true,false,0914,009,20,61,08A,1165456,1874031,2006,04/15/2016 08:55:02 AM,41.809933784,-87.668651835,"(41.809933784, -87.668651835)"
4647447,HM245112,03/21/2006 02:35:00 PM,083XX S KERFOOT AVE,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,0622,006,21,71,08A,1173010,1849643,2006,04/15/2016 08:55:02 AM,41.742846643,-87.641664382,"(41.742846643, -87.641664382)"
4647448,HM245607,03/22/2006 04:58:16 AM,029XX W MADISON ST,0610,BURGLARY,FORCIBLE ENTRY,TAVERN/LIQUOR STORE,false,false,1124,011,2,27,05,1156889,1899881,2006,04/15/2016 08:55:02 AM,41.881046662,-87.699374632,"(41.881046662, -87.699374632)"
4647449,HM244158,03/21/2006 10:35:00 AM,006XX W ROOT ST,0560,ASSAULT,SIMPLE,GOVERNMENT BUILDING/PROPERTY,false,true,0925,009,11,61,08A,1172842,1877387,2006,04/15/2016 08:55:02 AM,41.818983022,-87.641462019,"(41.818983022, -87.641462019)"
4647451,HM162053,02/04/2006 12:18:25 AM,008XX W MONTROSE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,2313,019,46,3,18,1169681,1929415,2006,04/15/2016 08:55:02 AM,41.961820579,-87.651541199,"(41.961820579, -87.651541199)"
4647453,HM244991,03/21/2006 03:00:00 PM,042XX S DREXEL BLVD,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,false,false,2123,002,4,36,04B,1182860,1877290,2006,04/15/2016 08:55:02 AM,41.818489616,-87.604715652,"(41.818489616, -87.604715652)"
4647454,HM246111,03/04/2006 12:00:00 AM,026XX W THOMAS ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,STREET,false,false,1311,012,1,24,11,1158502,1907215,2006,04/15/2016 08:55:02 AM,41.901138962,-87.693250896,"(41.901138962, -87.693250896)"
4647455,HM246031,03/16/2006 12:00:00 PM,050XX S BLACKSTONE AVE,0890,THEFT,FROM BUILDING,"SCHOOL, PUBLIC, GROUNDS",false,false,2132,002,4,39,06,1186774,1871922,2006,04/15/2016 08:55:02 AM,41.803667488,-87.590528166,"(41.803667488, -87.590528166)"
4647456,HM245228,03/21/2006 05:00:00 PM,131XX S INGLESIDE AVE,0460,BATTERY,SIMPLE,CHA PARKING LOT/GROUNDS,false,false,0533,005,9,54,08B,1184822,1818461,2006,04/15/2016 08:55:02 AM,41.657010614,-87.599358934,"(41.657010614, -87.599358934)"
4647457,HM245192,03/21/2006 08:23:07 PM,085XX S COTTAGE GROVE AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,0632,006,6,44,06,1183056,1848421,2006,04/15/2016 08:55:02 AM,41.739265865,-87.604893749,"(41.739265865, -87.604893749)"
4647458,HM245421,03/21/2006 11:00:00 PM,061XX S COTTAGE GROVE AVE,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,PARKING LOT/GARAGE(NON.RESID.),true,false,0313,003,20,42,26,1182619,1864526,2006,04/15/2016 08:55:02 AM,41.783469756,-87.605995915,"(41.783469756, -87.605995915)"
4647460,HM245116,03/21/2006 06:54:00 PM,119XX S LOWE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,true,false,0524,005,34,53,14,1174128,1825701,2006,04/15/2016 08:55:02 AM,41.677121596,-87.63827611,"(41.677121596, -87.63827611)"
4647461,HM246086,03/22/2006 09:00:00 AM,008XX W WEBSTER AVE,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,1812,018,43,7,06,1170506,1914841,2006,04/15/2016 08:55:02 AM,41.921810888,-87.648935855,"(41.921810888, -87.648935855)"
4647462,HM162068,02/04/2006 12:32:31 AM,003XX S STATE ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA TRAIN,true,false,0123,001,2,32,18,1176426,1898874,2006,04/15/2016 08:55:02 AM,41.877864969,-87.627666954,"(41.877864969, -87.627666954)"
4647463,HM246053,03/13/2006 09:00:00 AM,070XX W DIVERSEY AVE,0820,THEFT,$500 AND UNDER,OTHER,false,false,2511,025,36,18,06,1128811,1917824,2006,04/15/2016 08:55:02 AM,41.930807556,-87.802068904,"(41.930807556, -87.802068904)"
4647465,HM246084,03/22/2006 11:45:00 AM,025XX N PULASKI RD,1330,CRIMINAL TRESPASS,TO LAND,GAS STATION,true,false,2524,025,31,22,26,1149288,1916658,2006,04/15/2016 08:55:02 AM,41.927235118,-87.726849666,"(41.927235118, -87.726849666)"
4647466,HM246011,03/18/2006 06:00:00 PM,036XX N ALBANY AVE,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,false,false,1733,017,33,16,06,1155071,1924082,2006,04/15/2016 08:55:02 AM,41.947492908,-87.705399618,"(41.947492908, -87.705399618)"
4647469,HM244688,03/20/2006 03:00:00 PM,107XX S STATE ST,0460,BATTERY,SIMPLE,STREET,false,false,0513,005,34,49,08B,1178152,1833858,2006,04/15/2016 08:55:02 AM,41.69941558,-87.623301059,"(41.69941558, -87.623301059)"
4647474,HM246104,03/22/2006 10:00:00 AM,049XX W THOMAS ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,false,false,1531,015,37,25,11,1143152,1906865,2006,04/15/2016 08:55:02 AM,41.900478961,-87.749642063,"(41.900478961, -87.749642063)"
4647475,HM228975,03/12/2006 11:30:00 PM,0000X W 119TH ST,1330,CRIMINAL TRESPASS,TO LAND,TAVERN/LIQUOR STORE,true,false,0522,005,9,53,26,1178178,1826061,2006,04/15/2016 08:55:02 AM,41.678018882,-87.623441125,"(41.678018882, -87.623441125)"
4647476,HM245582,03/22/2006 03:30:00 AM,065XX S KIMBARK AVE,0810,THEFT,OVER $500,STREET,false,false,0321,003,20,42,06,1185763,1861902,2006,04/15/2016 08:55:02 AM,41.776195719,-87.594551732,"(41.776195719, -87.594551732)"
4647477,HM244412,03/20/2006 03:40:00 PM,007XX N PULASKI RD,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,false,false,1111,011,28,23,04A,1149593,1904546,2006,04/15/2016 08:55:02 AM,41.893992694,-87.726044028,"(41.893992694, -87.726044028)"
4647479,HM246069,03/22/2006 11:00:00 AM,025XX N CENTRAL PARK AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,true,2524,025,35,22,26,1151955,1916553,2006,04/15/2016 08:55:02 AM,41.926894806,-87.717052258,"(41.926894806, -87.717052258)"
4647480,HM162032,02/03/2006 11:15:00 PM,011XX N WALLER AVE,2027,NARCOTICS,POSS: CRACK,RESIDENCE PORCH/HALLWAY,true,false,1511,015,29,25,18,1138144,1906981,2006,04/15/2016 08:55:02 AM,41.900889306,-87.768034154,"(41.900889306, -87.768034154)"
4647481,HM244081,03/17/2006 07:55:00 AM,131XX S CARVER DR,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",false,false,0533,005,9,54,08B,1186850,1818609,2006,04/15/2016 08:55:02 AM,41.65736912,-87.591933595,"(41.65736912, -87.591933595)"
4647483,HM245466,03/22/2006 11:50:00 AM,063XX S COTTAGE GROVE AVE,0820,THEFT,$500 AND UNDER,STREET,true,false,0312,003,20,42,06,1182650,1863246,2006,04/15/2016 08:55:02 AM,41.7799566,-87.605921959,"(41.7799566, -87.605921959)"
4647484,HM243638,03/20/2006 09:00:00 PM,095XX S LA SALLE ST,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE,true,false,0511,005,21,49,26,1176960,1841659,2006,04/15/2016 08:55:02 AM,41.720849489,-87.627431454,"(41.720849489, -87.627431454)"
4647486,HM246147,03/21/2006 09:00:00 PM,095XX S COMMERCIAL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0431,004,10,51,14,1197804,1842228,2006,04/15/2016 08:55:02 AM,41.721916508,-87.551066908,"(41.721916508, -87.551066908)"
